event,id,pt,eta,phi,momentum,mass
199,	6000113,	60.3625,	0.898935,	-1.41922,	86.4387,	15
199,	-6000113,	67.7725,	1.0359,	1.16527,	107.506,	15
200,	6000113,	67.657,	2.68419,	-0.299007,	497.775,	15
200,	-6000113,	55.3845,	2.73802,	2.61405,	429.814,	15
201,	6000113,	54.0791,	1.7867,	-0.666294,	165.948,	15
201,	-6000113,	51.1482,	2.85232,	2.50044,	444.621,	15
202,	6000113,	16.1412,	1.04973,	-2.28458,	25.8818,	15
202,	-6000113,	93.216,	2.69513,	-0.155437,	693.292,	15
203,	6000113,	82.5142,	1.28966,	1.89554,	161.188,	15
203,	-6000113,	22.8695,	3.10037,	-1.95686,	254.436,	15
204,	6000113,	52.8275,	1.56467,	1.25925,	131.811,	15
204,	-6000113,	112.007,	2.76933,	0.409395,	896.647,	15
205,	6000113,	56.9041,	2.74524,	2.22743,	444.779,	15
205,	-6000113,	61.0147,	3.24505,	-0.922603,	784.102,	15
206,	6000113,	60.316,	-3.13882,	0.328574,	697.254,	15
206,	-6000113,	62.3098,	-2.95991,	-2.5554,	602.785,	15
207,	6000113,	39.1695,	1.08888,	-3.04342,	64.7773,	15
207,	-6000113,	77.5503,	-0.310424,	-1.09761,	81.3169,	15
208,	6000113,	32.2185,	-3.4643,	2.4459,	515.261,	15
208,	-6000113,	32.2688,	-1.08069,	-0.680683,	53.0189,	15
209,	6000113,	28.3465,	-1.49725,	-0.639475,	66.5168,	15
209,	-6000113,	42.9982,	1.1345,	-0.153017,	73.7676,	15
210,	6000113,	28.9561,	1.83045,	-0.57122,	92.6166,	15
210,	-6000113,	60.8514,	-0.110755,	-2.94447,	61.225,	15
211,	6000113,	24.3372,	4.74721,	0.247892,	1402.69,	15
211,	-6000113,	16.2134,	1.74406,	-2.98139,	47.792,	15
212,	6000113,	63.3871,	2.89384,	-2.94753,	574.218,	15
212,	-6000113,	58.6577,	2.94001,	0.236898,	556.334,	15
213,	6000113,	8.99048,	5.31093,	2.94711,	910.481,	15
213,	-6000113,	13.3883,	1.17516,	2.0038,	23.747,	15
214,	6000113,	30.1827,	-2.76695,	-1.70921,	241.053,	15
214,	-6000113,	28.8421,	-0.158881,	1.66553,	29.2069,	15
215,	6000113,	106.857,	-1.1643,	1.32332,	187.845,	15
215,	-6000113,	36.9452,	0.440517,	1.98876,	40.5883,	15
216,	6000113,	119.681,	0.0878055,	1.36448,	120.143,	15
216,	-6000113,	27.7548,	0.728272,	-1.49382,	35.4462,	15
217,	6000113,	72.9293,	-0.079756,	2.7991,	73.1613,	15
217,	-6000113,	58.801,	-0.710436,	-1.35925,	74.2747,	15
218,	6000113,	51.1218,	0.813637,	-0.97554,	68.9976,	15
218,	-6000113,	71.0884,	1.07693,	2.10116,	116.453,	15
219,	6000113,	22.9249,	-1.50551,	-1.8989,	54.1988,	15
219,	-6000113,	82.2029,	0.308079,	1.44984,	86.1349,	15
220,	6000113,	42.5562,	1.02166,	0.320462,	66.7663,	15
220,	-6000113,	57.9055,	-0.392936,	3.01394,	62.4336,	15
221,	6000113,	94.3292,	1.29005,	-0.21102,	184.33,	15
221,	-6000113,	34.1601,	2.84168,	1.18041,	293.826,	15
222,	6000113,	21.6332,	0.262801,	1.08298,	22.3846,	15
222,	-6000113,	127.356,	1.35654,	-2.68468,	263.645,	15
223,	6000113,	69.7304,	0.609845,	-1.92975,	83.104,	15
223,	-6000113,	15.6156,	3.04565,	1.40074,	164.519,	15
224,	6000113,	48.6592,	0.386839,	0.361375,	52.3456,	15
224,	-6000113,	58.918,	-0.663829,	-3.04561,	72.3834,	15
225,	6000113,	32.1537,	2.35091,	-1.49854,	170.26,	15
225,	-6000113,	39.1757,	4.46305,	1.6925,	1699.51,	15
226,	6000113,	39.528,	-2.22569,	-3.10194,	185.146,	15
226,	-6000113,	40.2479,	-0.297346,	0.334115,	42.0403,	15
227,	6000113,	112.362,	3.68239,	-2.32062,	2234.12,	15
227,	-6000113,	34.4125,	2.11779,	-2.53622,	145.1,	15
228,	6000113,	35.3283,	0.745336,	-1.51187,	45.604,	15
228,	-6000113,	35.4012,	-1.62995,	1.15553,	93.8056,	15
229,	6000113,	74.4497,	-0.37977,	-1.91615,	79.8833,	15
229,	-6000113,	50.7851,	0.23926,	1.91532,	52.2457,	15
230,	6000113,	35.5156,	2.60426,	-0.0667293,	241.421,	15
230,	-6000113,	92.4467,	1.34152,	-2.34124,	188.882,	15
231,	6000113,	75.8584,	0.682481,	1.53996,	94.2215,	15
231,	-6000113,	189.779,	1.61654,	1.77843,	496.671,	15
232,	6000113,	67.7012,	0.697529,	-2.56556,	84.8498,	15
232,	-6000113,	65.0017,	0.74702,	-0.236278,	83.9977,	15
233,	6000113,	112.006,	-0.0907375,	-0.191334,	112.467,	15
233,	-6000113,	139.231,	0.334423,	-1.09692,	147.089,	15
234,	6000113,	45.5903,	-1.44499,	2.85824,	102.067,	15
234,	-6000113,	77.1281,	-0.71296,	0.332862,	97.5753,	15
235,	6000113,	72.02,	-1.76071,	-1.1197,	215.646,	15
235,	-6000113,	55.2817,	-1.73583,	1.52916,	161.695,	15
236,	6000113,	84.9904,	-0.78244,	0.202206,	112.361,	15
236,	-6000113,	57.3639,	0.443767,	1.47132,	63.1056,	15
237,	6000113,	73.5092,	-2.07182,	-2.02186,	296.432,	15
237,	-6000113,	63.8529,	-2.43365,	0.16572,	366.774,	15
238,	6000113,	41.9681,	2.35799,	-3.0753,	223.781,	15
238,	-6000113,	87.766,	1.44299,	-0.892861,	196.138,	15
239,	6000113,	87.2455,	1.37808,	-0.49896,	184.059,	15
239,	-6000113,	48.4038,	1.49137,	-3.02249,	112.981,	15
240,	6000113,	46.7835,	-1.12271,	0.769194,	79.4986,	15
240,	-6000113,	33.431,	-3.09236,	-1.86071,	368.983,	15
241,	6000113,	68.3053,	-1.71961,	2.40267,	196.77,	15
241,	-6000113,	47.6509,	-2.45158,	-0.620395,	278.588,	15
242,	6000113,	99.1066,	-1.84206,	-0.885004,	320.512,	15
242,	-6000113,	36.3895,	-0.536889,	0.577397,	41.7613,	15
243,	6000113,	66.4048,	-0.491037,	-1.79796,	74.5726,	15
243,	-6000113,	37.2118,	0.902281,	0.831133,	53.4151,	15
244,	6000113,	48.2888,	-0.551023,	0.306511,	55.807,	15
244,	-6000113,	62.65,	-1.42907,	-2.87804,	138.28,	15
245,	6000113,	58.8997,	-0.508916,	0.448619,	66.6931,	15
245,	-6000113,	62.7529,	-0.320448,	-2.80796,	66.0025,	15
246,	6000113,	96.6756,	-0.0441381,	2.38832,	96.7698,	15
246,	-6000113,	38.8247,	-0.44424,	-1.23528,	42.7191,	15
247,	6000113,	48.397,	-0.834748,	0.311289,	66.2608,	15
247,	-6000113,	44.0736,	0.771325,	-2.32421,	57.8473,	15
248,	6000113,	53.3258,	2.18642,	0.239977,	240.381,	15
248,	-6000113,	39.7826,	0.676791,	-2.57617,	49.2469,	15
249,	6000113,	242.091,	-0.280649,	-0.196455,	251.688,	15
249,	-6000113,	55.2006,	-1.01179,	0.553743,	85.95,	15
250,	6000113,	42.1565,	2.53505,	-0.760336,	267.616,	15
250,	-6000113,	119.781,	0.988991,	-0.907423,	183.294,	15
251,	6000113,	73.5058,	3.87753,	-2.03357,	1776.1,	15
251,	-6000113,	35.6337,	2.78238,	0.963759,	288.977,	15
252,	6000113,	39.9714,	1.93587,	1.78067,	141.387,	15
252,	-6000113,	36.2601,	-0.198682,	-1.51546,	36.9781,	15
253,	6000113,	49.4772,	-0.451443,	-2.69676,	54.6052,	15
253,	-6000113,	43.8761,	1.09881,	0.764747,	73.1386,	15
254,	6000113,	78.8375,	-2.46558,	2.33878,	467.318,	15
254,	-6000113,	85.8537,	-2.85571,	-0.925745,	748.827,	15
255,	6000113,	67.4058,	1.40386,	-2.9293,	145.48,	15
255,	-6000113,	64.0137,	0.985994,	-0.688806,	97.7343,	15
256,	6000113,	60.8396,	-2.2195,	0.552232,	283.251,	15
256,	-6000113,	58.4886,	-2.60755,	-2.64032,	398.878,	15
257,	6000113,	53.0071,	-1.46023,	2.2374,	120.303,	15
257,	-6000113,	65.4523,	-0.881019,	-1.0254,	92.5403,	15
258,	6000113,	68.2598,	3.49786,	-0.649364,	1128.84,	15
258,	-6000113,	54.4158,	3.37875,	2.67719,	799.046,	15
259,	6000113,	70.859,	3.2348,	1.66541,	901.35,	15
259,	-6000113,	55.8046,	2.98044,	-0.879334,	550.996,	15
260,	6000113,	100.543,	-3.26605,	3.12959,	1319.43,	15
260,	-6000113,	35.052,	-3.83303,	-0.257017,	810.122,	15
261,	6000113,	16.2139,	1.44117,	-1.33177,	36.1756,	15
261,	-6000113,	258.346,	0.180027,	-0.0502045,	262.544,	15
262,	6000113,	71.3253,	-2.99798,	-1.98682,	716.637,	15
262,	-6000113,	60.9161,	-2.77451,	1.86475,	490.165,	15
263,	6000113,	96.2871,	0.587961,	2.63168,	113.415,	15
263,	-6000113,	27.1698,	-0.595834,	-0.486143,	32.137,	15
264,	6000113,	63.0232,	-0.411478,	0.76293,	68.4343,	15
264,	-6000113,	57.7331,	-0.711694,	-2.58038,	72.982,	15
265,	6000113,	56.8416,	-1.87963,	0.872716,	190.525,	15
265,	-6000113,	64.8889,	-1.95793,	-2.36426,	234.438,	15
266,	6000113,	64.2942,	-0.678276,	-2.13445,	79.6595,	15
266,	-6000113,	57.2819,	-1.07854,	0.65199,	93.9562,	15
267,	6000113,	22.6787,	-0.698269,	0.445663,	28.4359,	15
267,	-6000113,	73.9795,	-2.76554,	1.21625,	590.007,	15
268,	6000113,	46.2376,	-0.968096,	2.92104,	69.6507,	15
268,	-6000113,	57.8774,	0.223346,	-0.464726,	59.327,	15
269,	6000113,	58.1067,	1.11029,	-2.69046,	97.7559,	15
269,	-6000113,	64.689,	1.78476,	0.278871,	198.141,	15
270,	6000113,	42.3165,	0.121438,	2.31522,	42.6289,	15
270,	-6000113,	100.63,	0.0765285,	-1.59589,	100.924,	15
271,	6000113,	88.156,	-0.908908,	-0.863615,	127.146,	15
271,	-6000113,	25.6277,	-2.38107,	2.21862,	139.785,	15
272,	6000113,	267.789,	1.03195,	3.08302,	423.485,	15
272,	-6000113,	23.8491,	1.16517,	-1.62158,	41.9545,	15
273,	6000113,	63.9623,	0.917728,	-2.08022,	92.8419,	15
273,	-6000113,	57.9316,	1.00476,	0.959991,	89.7183,	15
274,	6000113,	55.4247,	-1.61141,	1.71745,	144.367,	15
274,	-6000113,	56.5183,	-2.55934,	-1.44529,	367.501,	15
275,	6000113,	60.8617,	0.810977,	1.65117,	81.9968,	15
275,	-6000113,	22.6962,	2.95184,	-1.39157,	217.808,	15
276,	6000113,	110,	1.59259,	1.36952,	281.593,	15
276,	-6000113,	88.8852,	0.455165,	1.15514,	98.2527,	15
277,	6000113,	36.0349,	3.18277,	-2.19953,	435.209,	15
277,	-6000113,	105.63,	3.18969,	0.536603,	1284.56,	15
278,	6000113,	61.8261,	2.04687,	-1.63736,	243.372,	15
278,	-6000113,	106.621,	1.99024,	2.96209,	397.374,	15
279,	6000113,	230.94,	1.29572,	-1.38692,	453.488,	15
279,	-6000113,	13.7967,	2.75529,	0.199668,	108.92,	15
280,	6000113,	21.3631,	2.3694,	-2.70464,	115.195,	15
280,	-6000113,	24.9319,	-0.931586,	-0.132508,	36.5559,	15
281,	6000113,	50.1839,	0.745516,	0.899183,	64.7879,	15
281,	-6000113,	43.3207,	2.29016,	-1.89507,	216.122,	15
282,	6000113,	35.7807,	1.83754,	-0.861802,	115.219,	15
282,	-6000113,	40.9114,	-0.232234,	2.22033,	42.0196,	15
283,	6000113,	161.128,	1.08748,	1.8352,	266.171,	15
283,	-6000113,	26.2174,	1.06814,	-2.16955,	42.6507,	15
284,	6000113,	35.4544,	1.73202,	3.12471,	103.332,	15
284,	-6000113,	38.1408,	-0.455308,	-0.286719,	42.1629,	15
285,	6000113,	36.3837,	1.18791,	2.23441,	65.219,	15
285,	-6000113,	41.9581,	-0.923602,	-1.69813,	61.1631,	15
286,	6000113,	44.9144,	2.5259,	-0.422384,	282.56,	15
286,	-6000113,	74.7363,	1.77361,	2.27556,	226.519,	15
287,	6000113,	11.94,	-0.983835,	-0.69855,	18.1999,	15
287,	-6000113,	157.533,	0.758126,	1.91371,	205.014,	15
288,	6000113,	42.7799,	-0.510988,	-0.0745268,	48.4876,	15
288,	-6000113,	88.4949,	-0.434873,	2.79631,	96.9954,	15
289,	6000113,	18.823,	2.39827,	2.6931,	104.421,	15
289,	-6000113,	65.2671,	0.0536523,	0.304704,	65.361,	15
290,	6000113,	33.5086,	3.31245,	-0.0935968,	460.553,	15
290,	-6000113,	26.2096,	0.572337,	0.997149,	30.6208,	15
291,	6000113,	10.3889,	2.13195,	2.56373,	44.4119,	15
291,	-6000113,	26.4871,	-1.81567,	-0.801987,	83.5392,	15
292,	6000113,	53.3528,	-1.99049,	-2.45968,	198.893,	15
292,	-6000113,	60.8436,	-2.72925,	0.75528,	468.092,	15
293,	6000113,	57.1579,	-0.24553,	-3.10934,	58.8894,	15
293,	-6000113,	47.7585,	1.07595,	0.795173,	78.1744,	15
294,	6000113,	83.2526,	0.819562,	3.05875,	112.813,	15
294,	-6000113,	75.221,	0.840499,	-1.46503,	103.392,	15
295,	6000113,	31.5407,	1.19173,	2.69695,	56.7177,	15
295,	-6000113,	29.6623,	-1.58023,	1.28473,	75.075,	15
296,	6000113,	10.7914,	-0.952587,	2.84167,	16.0693,	15
296,	-6000113,	54.9659,	-3.22684,	-0.495112,	693.661,	15
297,	6000113,	138.632,	-0.272809,	-2.17278,	143.823,	15
297,	-6000113,	16.8791,	1.49041,	-0.532204,	39.3636,	15
298,	6000113,	59.7923,	-1.60863,	2.46183,	155.345,	15
298,	-6000113,	65.0901,	-2.12147,	0.043316,	275.437,	15
299,	6000113,	31.0189,	1.51813,	1.91432,	74.1787,	15
299,	-6000113,	112.997,	1.775,	-1.0508,	342.932,	15
300,	6000113,	87.0319,	-1.68291,	-3.08827,	242.254,	15
300,	-6000113,	37.2311,	-0.493401,	-1.16367,	41.8556,	15
301,	6000113,	58.1034,	2.88824,	-0.80153,	523.436,	15
301,	-6000113,	62.8408,	2.5374,	2.59363,	399.849,	15
302,	6000113,	52.3171,	-0.800305,	2.74642,	69.9849,	15
302,	-6000113,	65.2186,	-0.18068,	-0.652155,	66.2861,	15
303,	6000113,	29.8164,	-3.41836,	-1.86254,	455.476,	15
303,	-6000113,	37.4381,	-1.0879,	1.73829,	61.8658,	15
304,	6000113,	65.1499,	2.27431,	1.09509,	320.018,	15
304,	-6000113,	56.2278,	2.96634,	-2.21832,	547.441,	15
305,	6000113,	60.4974,	-1.91444,	0.41591,	209.639,	15
305,	-6000113,	61.1808,	-1.87844,	-2.68417,	204.836,	15
306,	6000113,	27.826,	-0.747755,	-0.398806,	35.9746,	15
306,	-6000113,	102.306,	-2.44507,	-1.14372,	594.296,	15
307,	6000113,	35.868,	-0.0179079,	-2.82763,	35.8738,	15
307,	-6000113,	48.4217,	1.83062,	0.106868,	154.903,	15
308,	6000113,	62.4088,	0.558878,	-1.34868,	72.4116,	15
308,	-6000113,	57.7351,	0.960398,	2.07249,	86.4721,	15
309,	6000113,	43.969,	-1.26331,	2.76684,	83.9772,	15
309,	-6000113,	44.1379,	-2.892,	-0.384307,	399.114,	15
310,	6000113,	60.5409,	1.81469,	-0.503957,	190.767,	15
310,	-6000113,	62.5294,	2.14415,	2.28707,	270.5,	15
311,	6000113,	59.0581,	-1.82689,	-2.92856,	188.26,	15
311,	-6000113,	62.2753,	-1.96742,	0.247679,	227.057,	15
312,	6000113,	107.624,	-1.63982,	-1.14493,	287.8,	15
312,	-6000113,	34.6456,	-1.57794,	2.37753,	87.5038,	15
313,	6000113,	23.0885,	2.28341,	-1.3162,	114.427,	15
313,	-6000113,	28.4699,	-0.774115,	2.83184,	37.4348,	15
314,	6000113,	12.4923,	2.44975,	2.51584,	72.9036,	15
314,	-6000113,	201.488,	0.920637,	-1.75372,	293.079,	15
315,	6000113,	35.5801,	0.0587685,	-0.158452,	35.6416,	15
315,	-6000113,	75.1222,	-1.8918,	-0.0852123,	254.744,	15
316,	6000113,	102.409,	-0.105417,	-0.184742,	102.979,	15
316,	-6000113,	55.882,	1.07033,	0.880648,	91.066,	15
317,	6000113,	50.2843,	-0.430008,	-0.746108,	55.0054,	15
317,	-6000113,	67.9301,	0.165562,	2.40994,	68.8632,	15
318,	6000113,	91.8614,	1.63838,	-2.51483,	245.32,	15
318,	-6000113,	32.9347,	2.90596,	1.61869,	301.968,	15
319,	6000113,	62.0918,	-1.70016,	-1.90237,	175.642,	15
319,	-6000113,	138.947,	-1.43949,	-0.514174,	309.546,	15
320,	6000113,	64.04,	2.15353,	-1.79066,	279.577,	15
320,	-6000113,	58.4524,	1.51312,	2.08158,	139.148,	15
321,	6000113,	61.6912,	1.9194,	0.889026,	214.794,	15
321,	-6000113,	73.1138,	2.22194,	3.08667,	341.207,	15
322,	6000113,	66.7739,	1.56089,	-1.47499,	166.034,	15
322,	-6000113,	54.9094,	1.95362,	1.39297,	197.562,	15
323,	6000113,	48.403,	-3.00265,	-2.87979,	488.593,	15
323,	-6000113,	70.6356,	-2.39297,	0.248973,	389.812,	15
324,	6000113,	75.5805,	-1.37113,	-3.00015,	158.478,	15
324,	-6000113,	54.021,	-1.35492,	-0.361276,	111.673,	15
325,	6000113,	51.0769,	2.77136,	1.19515,	409.712,	15
325,	-6000113,	63.8243,	1.20181,	2.46238,	115.739,	15
326,	6000113,	31.6571,	0.58833,	-0.413541,	37.2958,	15
326,	-6000113,	30.917,	-1.99452,	2.00151,	115.703,	15
327,	6000113,	56.4369,	1.92856,	-1.92055,	198.234,	15
327,	-6000113,	63.6497,	2.42566,	1.3033,	362.744,	15
328,	6000113,	6.72933,	2.81616,	-0.94509,	56.4336,	15
328,	-6000113,	9.24997,	-2.65971,	2.96455,	66.4243,	15
329,	6000113,	43.9823,	-0.731189,	-2.20059,	56.2728,	15
329,	-6000113,	33.4302,	-2.75758,	0.996237,	264.517,	15
330,	6000113,	25.6012,	-0.0638725,	-2.65435,	25.6534,	15
330,	-6000113,	143.353,	0.077907,	0.935242,	143.789,	15
331,	6000113,	88.974,	1.86816,	-0.0820845,	294.985,	15
331,	-6000113,	12.2095,	4.52129,	1.30342,	561.424,	15
332,	6000113,	48.6162,	-2.70633,	1.43106,	365.62,	15
332,	-6000113,	77.2291,	-2.91747,	-2.04445,	716.24,	15
333,	6000113,	20.6107,	-0.614677,	1.63914,	24.6285,	15
333,	-6000113,	15.6522,	3.10344,	-0.659742,	174.674,	15
334,	6000113,	119.372,	0.290581,	-1.76895,	124.448,	15
334,	-6000113,	82.9055,	1.21908,	-2.53848,	152.528,	15
335,	6000113,	36.3056,	-1.01828,	-2.33898,	56.8117,	15
335,	-6000113,	36.3126,	-3.14027,	1.24135,	420.38,	15
336,	6000113,	26.0168,	-0.547657,	1.51133,	30.0169,	15
336,	-6000113,	162.291,	-0.0427567,	-2.59604,	162.44,	15
337,	6000113,	39.6819,	-0.229365,	1.94027,	40.7303,	15
337,	-6000113,	72.1197,	-1.23202,	-1.21088,	134.137,	15
338,	6000113,	36.791,	1.45752,	-1.20628,	83.297,	15
338,	-6000113,	58.2265,	-0.158728,	2.49692,	58.9616,	15
339,	6000113,	33.2172,	-1.60414,	0.584551,	85.9437,	15
339,	-6000113,	78.4982,	-0.3056,	-3.09772,	82.1923,	15
340,	6000113,	134.008,	-0.384586,	-0.505807,	144.041,	15
340,	-6000113,	71.2257,	0.833532,	-0.443359,	97.4349,	15
341,	6000113,	73.2431,	0.388285,	0.54432,	78.8341,	15
341,	-6000113,	57.8167,	-0.735921,	-1.08768,	74.1923,	15
342,	6000113,	40.3845,	-0.905619,	0.666433,	58.1084,	15
342,	-6000113,	37.3029,	1.1424,	-2.73583,	64.4098,	15
343,	6000113,	56.3706,	-0.555467,	-2.6532,	65.2929,	15
343,	-6000113,	56.6204,	0.627983,	-0.367793,	68.1566,	15
344,	6000113,	72.0978,	-0.631146,	-1.97295,	86.9408,	15
344,	-6000113,	52.4369,	-0.889592,	1.53488,	74.5905,	15
345,	6000113,	58.8408,	-0.0916573,	2.9029,	59.0881,	15
345,	-6000113,	61.8628,	0.316218,	0.0773804,	64.9817,	15
346,	6000113,	17.0408,	-2.09918,	2.23398,	70.5659,	15
346,	-6000113,	37.4955,	0.946186,	-0.856932,	55.57,	15
347,	6000113,	104.351,	0.0350312,	-0.541743,	104.415,	15
347,	-6000113,	51.5326,	0.0117352,	1.40129,	51.5361,	15
348,	6000113,	29.5863,	-0.515798,	-3.11981,	33.61,	15
348,	-6000113,	78.6969,	0.98753,	-0.730129,	120.292,	15
349,	6000113,	44.8185,	-1.45293,	-0.498178,	101.054,	15
349,	-6000113,	75.313,	-2.30004,	1.90153,	379.383,	15
350,	6000113,	123.967,	-0.686516,	1.74163,	154.345,	15
350,	-6000113,	26.4064,	0.0933425,	-2.00466,	26.5215,	15
351,	6000113,	37.5565,	-0.825075,	2.99048,	51.0816,	15
351,	-6000113,	94.9704,	-0.245788,	0.339742,	97.8535,	15
352,	6000113,	54.3781,	0.25704,	-2.92181,	56.1843,	15
352,	-6000113,	42.3357,	1.75576,	-0.268141,	126.173,	15
353,	6000113,	60.2553,	0.146582,	1.95624,	60.9038,	15
353,	-6000113,	46.2453,	1.22991,	-1.12577,	85.8599,	15
354,	6000113,	47.7154,	-1.63918,	-3.02193,	127.521,	15
354,	-6000113,	30.7834,	0.395795,	-0.0374974,	33.2262,	15
355,	6000113,	38.7355,	-0.00626454,	2.81215,	38.7363,	15
355,	-6000113,	99.5015,	0.500671,	-0.919471,	112.235,	15
356,	6000113,	48.7082,	-1.62501,	-2.81944,	128.477,	15
356,	-6000113,	66.0738,	-0.628306,	-0.405693,	79.5504,	15
357,	6000113,	58.7968,	2.31756,	1.20037,	301.314,	15
357,	-6000113,	147.373,	1.53724,	2.28098,	358.611,	15
358,	6000113,	57.6774,	-3.61633,	-0.738149,	1073.6,	15
358,	-6000113,	64.405,	-3.33268,	2.0885,	903.245,	15
359,	6000113,	44.3803,	3.79849,	-2.69844,	990.93,	15
359,	-6000113,	51.4785,	2.35599,	0.820309,	273.953,	15
360,	6000113,	47.6335,	-3.05102,	-0.60308,	504.539,	15
360,	-6000113,	88.0363,	-3.31232,	-2.95799,	1209.85,	15
361,	6000113,	48.1689,	-1.54457,	-2.03502,	117.998,	15
361,	-6000113,	70.9557,	-2.13615,	1.41877,	304.572,	15
362,	6000113,	38.8759,	-2.54711,	-2.96079,	249.746,	15
362,	-6000113,	49.7549,	-0.88131,	0.189638,	70.3608,	15
363,	6000113,	66.8079,	-2.0819,	3.1376,	272.054,	15
363,	-6000113,	44.5895,	-3.07009,	0.359128,	481.35,	15
364,	6000113,	75.8114,	0.33689,	1.91846,	80.1543,	15
364,	-6000113,	16.8999,	-1.91296,	-0.948902,	58.4801,	15
365,	6000113,	76.9503,	-0.840281,	0.462525,	105.753,	15
365,	-6000113,	44.8592,	0.622884,	2.14588,	53.8465,	15
366,	6000113,	68.1828,	0.974011,	1.54249,	103.164,	15
366,	-6000113,	24.4443,	-0.948845,	-2.13746,	36.2988,	15
367,	6000113,	52.3063,	-0.901562,	1.59723,	75.0434,	15
367,	-6000113,	55.4055,	-1.97866,	-1.94612,	204.205,	15
368,	6000113,	75.037,	-1.92949,	-1.63262,	263.802,	15
368,	-6000113,	65.411,	-2.01172,	2.54343,	248.885,	15
369,	6000113,	61.9086,	-1.24183,	-1.61251,	116.104,	15
369,	-6000113,	57.9461,	-1.60216,	1.69907,	149.652,	15
370,	6000113,	61.4573,	1.62963,	2.11966,	162.8,	15
370,	-6000113,	60.1731,	2.13508,	-1.56182,	258.021,	15
371,	6000113,	46.4119,	-2.53868,	-2.56348,	295.689,	15
371,	-6000113,	40.9222,	-0.863297,	0.947159,	57.1424,	15
372,	6000113,	68.416,	-2.65342,	-1.73396,	488.249,	15
372,	-6000113,	51.497,	-2.17885,	1.42169,	230.432,	15
373,	6000113,	15.4584,	3.93748,	2.63398,	396.575,	15
373,	-6000113,	48.2397,	1.1023,	-0.241673,	80.6375,	15
374,	6000113,	118.992,	-0.935515,	2.72887,	174.973,	15
374,	-6000113,	18.1345,	-3.00872,	-2.64971,	184.164,	15
375,	6000113,	18.2811,	2.42777,	-1.00286,	104.401,	15
375,	-6000113,	55.1569,	-0.230904,	2.54941,	56.6338,	15
376,	6000113,	63.4566,	1.04278,	-1.97239,	101.199,	15
376,	-6000113,	59.6623,	1.02488,	0.902834,	93.8372,	15
377,	6000113,	44.7464,	0.728144,	-2.39754,	57.142,	15
377,	-6000113,	76.7546,	1.86461,	-0.474541,	253.61,	15
378,	6000113,	47.7528,	-3.64302,	3.05427,	912.871,	15
378,	-6000113,	52.8441,	-2.38773,	0.10642,	290.129,	15
379,	6000113,	33.8093,	1.43549,	-0.28933,	75.0515,	15
379,	-6000113,	155.977,	1.54816,	-2.19891,	383.35,	15
380,	6000113,	15.7174,	-3.2074,	-0.731648,	194.544,	15
380,	-6000113,	66.57,	-0.500494,	0.252387,	75.0832,	15
381,	6000113,	63.2857,	-0.399473,	0.546836,	68.4028,	15
381,	-6000113,	55.0375,	-0.95776,	-2.30074,	82.2702,	15
382,	6000113,	66.9949,	-0.782553,	1.67964,	88.5769,	15
382,	-6000113,	56.8774,	0.841102,	0.86007,	78.2108,	15
383,	6000113,	13.3107,	4.28238,	1.4896,	482.021,	15
383,	-6000113,	68.3538,	1.62738,	-1.29681,	180.693,	15
384,	6000113,	41.0065,	0.668071,	2.53652,	50.503,	15
384,	-6000113,	79.2177,	1.33165,	-0.745132,	160.469,	15
385,	6000113,	75.7713,	-2.6292,	-3.01449,	527.927,	15
385,	-6000113,	48.8667,	-2.49866,	-0.0694867,	299.269,	15
386,	6000113,	56.0155,	0.28071,	1.83487,	58.237,	15
386,	-6000113,	124.759,	1.60269,	1.89009,	322.36,	15
387,	6000113,	40.0897,	-0.627409,	0.74746,	48.2425,	15
387,	-6000113,	96.3729,	-1.28453,	-1.58145,	187.433,	15
388,	6000113,	114.339,	-0.510221,	-0.946132,	129.548,	15
388,	-6000113,	31.0514,	-0.211578,	2.35006,	31.749,	15
389,	6000113,	52.1947,	-0.0775678,	2.43122,	52.3518,	15
389,	-6000113,	68.431,	-0.525806,	-0.838935,	78.1106,	15
390,	6000113,	71.4459,	0.543224,	1.50272,	82.2492,	15
390,	-6000113,	82.3385,	-0.90919,	1.46569,	118.78,	15
391,	6000113,	57.5955,	0.397106,	-1.85399,	62.1967,	15
391,	-6000113,	52.9715,	1.36046,	0.870762,	110.036,	15
392,	6000113,	58.4133,	-0.707203,	-1.4623,	73.6397,	15
392,	-6000113,	65.1284,	-0.425736,	1.93317,	71.1204,	15
393,	6000113,	47.2477,	-0.767507,	-2.06736,	61.8604,	15
393,	-6000113,	72.531,	-1.34116,	1.17898,	148.145,	15
394,	6000113,	25.3881,	2.14278,	1.09313,	109.682,	15
394,	-6000113,	125.569,	1.02324,	-1.13822,	197.244,	15
395,	6000113,	63.2197,	0.0525298,	-0.686953,	63.3069,	15
395,	-6000113,	51.51,	-0.679598,	2.30752,	63.87,	15
396,	6000113,	99.0892,	-0.327109,	2.07575,	104.438,	15
396,	-6000113,	30.7027,	1.10901,	-1.99112,	51.5996,	15
397,	6000113,	33.4379,	-0.639585,	0.327903,	40.5134,	15
397,	-6000113,	109.917,	-0.481395,	-2.69254,	122.901,	15
398,	6000113,	71.503,	-0.152128,	1.75054,	72.332,	15
398,	-6000113,	58.6501,	-0.300631,	-2.12172,	61.3205,	15
399,	6000113,	9.07772,	1.84415,	0.819341,	29.4159,	15
